"Molecule ChEMBL ID";"Molecule Name";"Molecule Max Phase";"Molecular Weight";"#RO5 Violations";"AlogP";"Compound Key";"Smiles";"Standard Type";"Standard Relation";"Standard Value";"Standard Units";"pChEMBL Value";"Data Validity Comment";"Comment";"Uo Units";"Ligand Efficiency BEI";"Ligand Efficiency LE";"Ligand Efficiency LLE";"Ligand Efficiency SEI";"Potential Duplicate";"Assay ChEMBL ID";"Assay Description";"Assay Type";"BAO Format ID";"BAO Label";"Assay Organism";"Assay Tissue ChEMBL ID";"Assay Tissue Name";"Assay Cell Type";"Assay Subcellular Fraction";"Assay Parameters";"Assay Variant Accession";"Assay Variant Mutation";"Target ChEMBL ID";"Target Name";"Target Organism";"Target Type";"Document ChEMBL ID";"Source ID";"Source Description";"Document Journal";"Document Year";"Cell ChEMBL ID";"Properties"
"CHEMBL561";"LOMEFLOXACIN";"4";"351.35";"0";"1.80";"Lomefloxacin";"CCn1cc(C(=O)O)c(=O)c2cc(F)c(N3CCNC(C)C3)c(F)c21";"MIC";"'='";"0.032";"ug.mL-1";"";"";"";"UO_0000274";"";"";"";"";"False";"CHEMBL992267";"Antimicrobial activity against Escherichia coli KAM32 pSTV28 containing chloramphenicol-resistant vector by agar dilution method";"F";"BAO_0000218";"organism-based format";"Escherichia coli";"None";"None";"None";"None";"";"";"";"CHEMBL354";"Escherichia coli";"Escherichia coli";"ORGANISM";"CHEMBL1143404";"1";"Scientific Literature";"Antimicrob. Agents Chemother.";"2007";"None";""
"CHEMBL31";"GATIFLOXACIN";"4";"375.40";"0";"1.98";"Gatifloxacin";"COc1c(N2CCNC(C)C2)c(F)cc2c(=O)c(C(=O)O)cn(C3CC3)c12";"MIC";"'='";"32.0";"ug.mL-1";"";"";"";"UO_0000274";"";"";"";"";"False";"CHEMBL992264";"Antimicrobial activity against multidrug-resistant Escherichia coli C316 pHPA containing mutated GyrA gene by agar dilution method";"F";"BAO_0000218";"organism-based format";"Escherichia coli";"None";"None";"None";"None";"";"";"";"CHEMBL354";"Escherichia coli";"Escherichia coli";"ORGANISM";"CHEMBL1143404";"1";"Scientific Literature";"Antimicrob. Agents Chemother.";"2007";"None";""
"CHEMBL127";"MEROPENEM";"4";"383.47";"0";"-0.31";"Meropenem";"C[C@@H](O)[C@H]1C(=O)N2C(C(=O)O)=C(S[C@@H]3CN[C@H](C(=O)N(C)C)C3)[C@H](C)[C@H]12";"MIC";"'<='";"0.5";"ug.mL-1";"";"";"";"UO_0000274";"";"";"";"";"False";"CHEMBL1633786";"Antimicrobial activity against rifampicin-resistant Escherichia coli X1037 by broth microdilution method";"F";"BAO_0000218";"organism-based format";"Escherichia coli";"None";"None";"None";"None";"";"";"";"CHEMBL354";"Escherichia coli";"Escherichia coli";"ORGANISM";"CHEMBL1629574";"1";"Scientific Literature";"Antimicrob. Agents Chemother.";"2009";"None";""
"CHEMBL468878";"";"0";"488.71";"1";"5.18";"2";"CC(C)=CCC[C@@H](C)[C@H]1C[C@H](O)[C@@]2(C)[C@@H]3CC[C@H]4[C@](C)(C(=O)O)[C@@H](O)C[C@H](O)[C@@]45C[C@@]35CC[C@]12C";"MIC";"'>'";"128.0";"ug.mL-1";"";"";"";"UO_0000274";"";"";"";"";"False";"CHEMBL957791";"Antimicrobial activity against Escherichia coli imp 389 after 18 to 20 hrs by standard broth microdilution method";"F";"BAO_0000218";"organism-based format";"Escherichia coli";"None";"None";"None";"None";"";"";"";"CHEMBL354";"Escherichia coli";"Escherichia coli";"ORGANISM";"CHEMBL1150592";"1";"Scientific Literature";"J. Nat. Prod.";"2002";"None";""
"CHEMBL44646";"";"0";"421.45";"0";"1.23";"36p";"CN(C)CC1CN(c2c(F)c(N)c3c(=O)c(C(=O)O)cn(C4CC4)c3c2F)CCN1";"MIC";"'='";"0.1";"ug.mL-1";"";"";"";"UO_0000274";"";"";"";"";"False";"CHEMBL679695";"In vitro antibacterial activity against Escherichia coli NIHJ JC-2";"F";"BAO_0000218";"organism-based format";"Escherichia coli";"None";"None";"None";"None";"";"";"";"CHEMBL354";"Escherichia coli";"Escherichia coli";"ORGANISM";"CHEMBL1124792";"1";"Scientific Literature";"J. Med. Chem.";"1990";"None";""
"CHEMBL505132";"HELVOLIC ACID";"0";"568.71";"2";"5.40";"8";"CC(=O)O[C@H]1C[C@@]2(C)[C@@H](CC[C@@H]3[C@]2(C)C(=O)[C@@H](OC(C)=O)[C@H]2[C@H](C)C(=O)C=C[C@@]23C)/C1=C(\CCC=C(C)C)C(=O)O";"MIC";"'='";"87920.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"False";"CHEMBL966206";"Antimicrobial activity against Escherichia coli after 24 hrs by disk diffusion method";"F";"BAO_0000218";"organism-based format";"Escherichia coli";"None";"None";"None";"None";"";"";"";"CHEMBL354";"Escherichia coli";"Escherichia coli";"ORGANISM";"CHEMBL1157412";"1";"Scientific Literature";"J. Nat. Prod.";"2008";"None";""
"CHEMBL176";"BEKANAMYCIN";"3";"483.52";"2";"-7.33";"Kanamycin B";"NC[C@H]1O[C@H](O[C@@H]2[C@@H](N)C[C@@H](N)[C@H](O[C@H]3O[C@H](CO)[C@@H](O)[C@H](N)[C@H]3O)[C@H]2O)[C@H](N)[C@@H](O)[C@@H]1O";"MIC";"'='";"3.125";"ug.mL-1";"";"";"";"UO_0000274";"";"";"";"";"False";"CHEMBL960016";"Antibacterial activity against Escherichia coli after 24 hrs by MTT method";"F";"BAO_0000218";"organism-based format";"Escherichia coli";"None";"None";"None";"None";"";"";"";"CHEMBL354";"Escherichia coli";"Escherichia coli";"ORGANISM";"CHEMBL1153843";"1";"Scientific Literature";"Eur. J. Med. Chem.";"2009";"None";""
"CHEMBL174";"AMPICILLIN";"4";"349.41";"0";"0.32";"Ampicillin";"CC1(C)S[C@@H]2[C@H](NC(=O)[C@H](N)c3ccccc3)C(=O)N2[C@H]1C(=O)O";"MIC";"'='";"100.0";"ug.mL-1";"";"";"";"UO_0000274";"";"";"";"";"False";"CHEMBL2380054";"Antibacterial activity against Escherichia coli MTCC 443 assessed as growth inhibition after overnight incubation by NCCLS broth microdilution method";"F";"BAO_0000218";"organism-based format";"Escherichia coli";"None";"None";"None";"None";"";"";"";"CHEMBL354";"Escherichia coli";"Escherichia coli";"ORGANISM";"CHEMBL2375307";"1";"Scientific Literature";"Eur. J. Med. Chem.";"2013";"None";""
"CHEMBL132643";"";"0";"341.39";"0";"-0.86";"3q";"C[C@@H](O)[C@H]1C(=O)N2C(C(=O)O)=C(CN3CCC[C@@H]3C(N)=O)S[C@H]12";"MIC";"'='";"1.0";"ug.mL-1";"";"";"";"UO_0000274";"";"";"";"";"False";"CHEMBL682400";"In Vitro antibacterial activity against (Ec SHV) Escherichia coli Beta-lactam producing strain";"F";"BAO_0000218";"organism-based format";"Escherichia coli";"None";"None";"None";"None";"";"";"";"CHEMBL354";"Escherichia coli";"Escherichia coli";"ORGANISM";"CHEMBL1128718";"1";"Scientific Literature";"J. Med. Chem.";"1995";"None";""
"CHEMBL2031690";"";"0";"1528.84";"None";"None";"MAp-04-1";"CC(C)C[C@H](NC(=O)[C@H](CO)NC(=O)[C@@H](N)CCCCN)C(=O)N[C@H](C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CO)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(N)=O)C(C)C";"MIC";"'='";"30000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"False";"CHEMBL2033699";"Antimicrobial activity against Escherichia coli ATCC 25922 after 18 to 20 hrs by spectrophotometry";"F";"BAO_0000218";"organism-based format";"Escherichia coli";"None";"None";"None";"None";"";"";"";"CHEMBL354";"Escherichia coli";"Escherichia coli";"ORGANISM";"CHEMBL2029203";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2012";"None";""
"CHEMBL417530";"";"0";"377.39";"0";"2.50";"6";"C[C@H]1CN(c2c(F)cc3c(=O)c(C(=O)O)cn(C4CC4)c3c2F)C[C@@H](C)N1";"MIC";"'='";"0.0063";"ug.mL-1";"";"";"";"UO_0000274";"";"";"";"";"False";"CHEMBL679696";"In vitro antibacterial activity against Escherichia coli P-5101";"F";"BAO_0000218";"organism-based format";"Escherichia coli";"None";"None";"None";"None";"";"";"";"CHEMBL354";"Escherichia coli";"Escherichia coli";"ORGANISM";"CHEMBL1124792";"1";"Scientific Literature";"J. Med. Chem.";"1990";"None";""
"CHEMBL323841";"";"0";"203.20";"0";"2.00";"4";"Cn1cnc(-c2ccccc2)c1[N+](=O)[O-]";"MIC";"'>'";"500000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"False";"CHEMBL674612";"Minimum inhibitory concentration measured against Escherichia coli AB1885 strain (UvrB- Rec+)";"F";"BAO_0000218";"organism-based format";"Escherichia coli";"None";"None";"None";"None";"";"";"";"CHEMBL354";"Escherichia coli";"Escherichia coli";"ORGANISM";"CHEMBL1124026";"1";"Scientific Literature";"J. Med. Chem.";"1988";"None";""
"CHEMBL297328";"";"0";"350.76";"0";"1.09";"17";"O=C(COc1ccccc1)N[C@@H]1C(=O)N2C(C(=O)O)=C(Cl)CC[C@H]12";"MIC";"'='";"8.0";"ug.mL-1";"";"";"";"UO_0000274";"";"";"";"";"False";"CHEMBL683028";"In vitro inhibitory activity against Escherichia coli EC14";"F";"BAO_0000218";"organism-based format";"Escherichia coli";"None";"None";"None";"None";"";"";"";"CHEMBL354";"Escherichia coli";"Escherichia coli";"ORGANISM";"CHEMBL1124793";"1";"Scientific Literature";"J. Med. Chem.";"1990";"None";""
"CHEMBL295074";"";"0";"405.55";"0";"3.58";"5g";"Cc1ccc2nc(N)n(CCCN(C)CCCn3c(N)nc4ccc(C)cc43)c2c1";"MIC";"'>'";"100000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"False";"CHEMBL675489";"Antibacterial activity against Escherichia coli";"F";"BAO_0000218";"organism-based format";"Escherichia coli";"None";"None";"None";"None";"";"";"";"CHEMBL354";"Escherichia coli";"Escherichia coli";"ORGANISM";"CHEMBL1136376";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2003";"None";""
"CHEMBL298097";"";"0";"340.32";"0";"-1.53";"12";"CO/N=C(/C(=O)NC1CN(/N=C/C(=O)O)C1=O)c1csc(N)n1";"MIC";"'='";"2.0";"ug.mL-1";"";"";"";"UO_0000274";"";"";"";"";"False";"CHEMBL676898";"In vitro antibacterial activity against MOR-84-20 strain of Escherichia coli";"F";"BAO_0000218";"organism-based format";"Escherichia coli";"None";"None";"None";"None";"";"";"";"CHEMBL354";"Escherichia coli";"Escherichia coli";"ORGANISM";"CHEMBL1124549";"1";"Scientific Literature";"J. Med. Chem.";"1989";"None";""
"CHEMBL481411";"";"0";"369.55";"0";"3.38";"34";"CC(=O)O.CCCCCCCCNC1=NC(C)(C)NC(NCCCC)=N1";"MIC";"'='";"25.0";"ug.mL-1";"";"";"";"UO_0000274";"";"";"";"";"False";"CHEMBL1028893";"Antibacterial activity against Escherichia coli NIHJ JC-2 after 24 hrs";"F";"BAO_0000218";"organism-based format";"Escherichia coli";"None";"None";"None";"None";"";"";"";"CHEMBL354";"Escherichia coli";"Escherichia coli";"ORGANISM";"CHEMBL1143313";"1";"Scientific Literature";"J. Med. Chem.";"2009";"None";""
"CHEMBL17700";"";"0";"467.59";"0";"2.59";"1c";"C[C@@H](O)[C@H]1C(=O)N2C(C(=O)O)=C(S[C@@H]3CN[C@@H](c4ccc(CN)c5ccccc45)C3)[C@H](C)[C@H]12";"MIC";"'='";"0.05";"ug.mL-1";"";"";"";"UO_0000274";"";"";"";"";"False";"CHEMBL682195";"In vitro antimicrobial activity against Escherichia coli NIHJ JC2";"F";"BAO_0000218";"organism-based format";"Escherichia coli";"None";"None";"None";"None";"";"";"";"CHEMBL354";"Escherichia coli";"Escherichia coli";"ORGANISM";"CHEMBL1132752";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2000";"None";""
"CHEMBL482198";"";"0";"397.61";"0";"4.16";"31";"CC(=O)O.CCCCCCCNC1=NC(C)(C)NC(NCCCCCCC)=N1";"MIC";"'='";"12.5";"ug.mL-1";"";"";"";"UO_0000274";"";"";"";"";"False";"CHEMBL1028893";"Antibacterial activity against Escherichia coli NIHJ JC-2 after 24 hrs";"F";"BAO_0000218";"organism-based format";"Escherichia coli";"None";"None";"None";"None";"";"";"";"CHEMBL354";"Escherichia coli";"Escherichia coli";"ORGANISM";"CHEMBL1143313";"1";"Scientific Literature";"J. Med. Chem.";"2009";"None";""
"CHEMBL2420198";"";"0";"423.47";"0";"2.52";"8b, LPC-025";"Nc1ccc(C#CC#Cc2ccc(C(=O)N[C@@H](Cc3ccccc3)C(=O)NO)cc2)cc1";"MIC";"'='";"6.3";"ug.mL-1";"";"";"";"UO_0000274";"";"";"";"";"False";"CHEMBL2424187";"Antimicrobial activity against wild type Escherichia coli W3110 after 22 hrs by MTT assay";"F";"BAO_0000218";"organism-based format";"Escherichia coli";"None";"None";"None";"None";"";"";"";"CHEMBL354";"Escherichia coli";"Escherichia coli";"ORGANISM";"CHEMBL2417424";"1";"Scientific Literature";"J. Med. Chem.";"2013";"None";""
"CHEMBL504524";"";"0";"596.54";"3";"-1.46";"2a";"C[C@@H]1O[C@@H](Oc2ccc(O)cc2[C@@H]2CC(=O)c3c(O)cc(O)cc3O2)[C@H](O)[C@H](O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@H]1O";"MIC";"'='";"64.0";"ug.mL-1";"";"";"";"UO_0000274";"";"";"";"";"False";"CHEMBL976590";"Antibacterial activity against Escherichia coli ATCC 25922";"F";"BAO_0000218";"organism-based format";"Escherichia coli";"None";"None";"None";"None";"";"";"";"CHEMBL354";"Escherichia coli";"Escherichia coli";"ORGANISM";"CHEMBL1158114";"1";"Scientific Literature";"J. Nat. Prod.";"2006";"None";""
"CHEMBL680";"CEFACLOR";"4";"367.81";"0";"0.62";"Cefaclor";"N[C@@H](C(=O)N[C@@H]1C(=O)N2C(C(=O)O)=C(Cl)CS[C@H]12)c1ccccc1";"MIC";"'<='";"2.0";"ug.mL-1";"";"";"";"UO_0000274";"";"";"";"";"False";"CHEMBL1633786";"Antimicrobial activity against rifampicin-resistant Escherichia coli X1037 by broth microdilution method";"F";"BAO_0000218";"organism-based format";"Escherichia coli";"None";"None";"None";"None";"";"";"";"CHEMBL354";"Escherichia coli";"Escherichia coli";"ORGANISM";"CHEMBL1629574";"1";"Scientific Literature";"Antimicrob. Agents Chemother.";"2009";"None";""
"CHEMBL330690";"";"0";"450.40";"0";"0.45";"12";"CC(=O)N/C=C/SC1=C(C(=O)[O-])N2C(=O)[C@@H](C(C)(C)OS(=O)(=O)[O-])[C@H]2C1.[Na+].[Na+]";"MIC";"'='";"3.13";"ug.mL-1";"";"";"";"UO_0000274";"";"";"";"";"False";"CHEMBL676466";"MIC against Escherichia coli O-111";"F";"BAO_0000218";"organism-based format";"Escherichia coli";"None";"None";"None";"None";"";"";"";"CHEMBL354";"Escherichia coli";"Escherichia coli";"ORGANISM";"CHEMBL1122222";"1";"Scientific Literature";"J. Med. Chem.";"1983";"None";""
"CHEMBL3633521";"";"0";"461.44";"0";"2.58";"10d";"CCCNC1CN(c2c(F)cc3c(=O)c(C(=O)O)cn(-c4nc(N)c(F)cc4F)c3c2C)C1";"MIC";"'='";"0.012";"ug.mL-1";"";"";"";"UO_0000274";"";"";"";"";"False";"CHEMBL3637684";"Antibacterial activity against Escherichia coli 177 assessed as growth inhibition at 128 to 0.002 mg/L incubated for 18 hrs at 37 degC by agar dilution method";"F";"BAO_0000218";"organism-based format";"Escherichia coli";"None";"None";"None";"None";"";"";"";"CHEMBL354";"Escherichia coli";"Escherichia coli";"ORGANISM";"CHEMBL3632612";"1";"Scientific Literature";"Eur. J. Med. Chem.";"2015";"None";""
"CHEMBL32556";"";"0";"610.52";"1";"6.41";"71";"Br.Br.c1cn(CCCCCCCn2ccc(=NC3CCCCC3)cc2)ccc1=NC1CCCCC1";"MIC";"'='";"125.0";"ug.mL-1";"";"";"";"UO_0000274";"";"";"";"";"False";"CHEMBL673617";"Antimicrobial minimum inhibitory concentration against Escherichia coli AB1932-1";"F";"BAO_0000218";"organism-based format";"Escherichia coli";"None";"None";"None";"None";"";"";"";"CHEMBL354";"Escherichia coli";"Escherichia coli";"ORGANISM";"CHEMBL1122519";"1";"Scientific Literature";"J. Med. Chem.";"1984";"None";""
"CHEMBL158";"AZTREONAM";"4";"435.44";"0";"-1.17";"Aztreonam";"C[C@H]1[C@H](NC(=O)/C(=N\OC(C)(C)C(=O)O)c2csc(N)n2)C(=O)N1S(=O)(=O)O";"MIC";"'='";"0.12";"ug.mL-1";"";"";"";"UO_0000274";"";"";"";"";"False";"CHEMBL1697375";"Antimicrobial activity against Escherichia coli XL1-Blue harboring pBC-SK plasmid by broth microdilution method";"F";"BAO_0000218";"organism-based format";"Escherichia coli";"None";"None";"None";"None";"";"";"";"CHEMBL354";"Escherichia coli";"Escherichia coli";"ORGANISM";"CHEMBL1687761";"1";"Scientific Literature";"Antimicrob. Agents Chemother.";"2010";"None";""
"CHEMBL3272944";"";"0";"456.46";"0";"-1.92";"20";"CS(=O)(=O)CC(=O)N[C@@H]1C(=O)N2C(C(=O)[O-])=C(CSc3nnn[nH]3)CS[C@H]12.[Na+]";"MIC";"'='";"50.0";"ug.mL-1";"";"";"";"UO_0000274";"";"";"";"";"False";"CHEMBL3283390";"Antibacterial activity against Escherichia coli 12140 by two-fold agar dilution method";"F";"BAO_0000218";"organism-based format";"Escherichia coli";"None";"None";"None";"None";"";"";"";"CHEMBL354";"Escherichia coli";"Escherichia coli";"ORGANISM";"CHEMBL3272096";"1";"Scientific Literature";"J. Med. Chem.";"1976";"None";""
"CHEMBL2298915";"";"0";"379.95";"1";"5.75";"2b";"C=CCCCCCCCCC(=O)N1C(=O)CSC1c1ccc(Cl)cc1";"MIC";"'='";"25.0";"ug.mL-1";"";"";"";"UO_0000274";"";"";"";"";"False";"CHEMBL3068976";"Antibacterial activity against Escherichia coli ATCC 25922 after 24 hr by broth dilution method";"F";"BAO_0000218";"organism-based format";"Escherichia coli";"None";"None";"None";"None";"";"";"";"CHEMBL354";"Escherichia coli";"Escherichia coli";"ORGANISM";"CHEMBL3045892";"1";"Scientific Literature";"Med Chem Res";"2013";"None";""
"CHEMBL2282669";"";"0";"583.64";"1";"4.47";"7g";"O=C(CSc1nnc(N2CCN(c3cc4c(cc3F)c(=O)c(C(=O)O)cn4C3CC3)CC2)s1)c1ccc(F)cc1";"MIC";"'='";"16.0";"ug.mL-1";"";"";"";"UO_0000274";"";"";"";"";"False";"CHEMBL3077930";"Antibacterial activity against Escherichia coli MTCC 1089 assessed as growth inhibition after 18 hr by broth microdilution method";"F";"BAO_0000218";"organism-based format";"Escherichia coli";"None";"None";"None";"None";"";"";"";"CHEMBL354";"Escherichia coli";"Escherichia coli";"ORGANISM";"CHEMBL3045188";"1";"Scientific Literature";"Med Chem Res";"2013";"None";""
"CHEMBL2282668";"";"0";"595.68";"2";"4.34";"7f";"COc1ccc(C(=O)CSc2nnc(N3CCN(c4cc5c(cc4F)c(=O)c(C(=O)O)cn5C4CC4)CC3)s2)cc1";"MIC";"'='";"32.0";"ug.mL-1";"";"";"";"UO_0000274";"";"";"";"";"False";"CHEMBL3077930";"Antibacterial activity against Escherichia coli MTCC 1089 assessed as growth inhibition after 18 hr by broth microdilution method";"F";"BAO_0000218";"organism-based format";"Escherichia coli";"None";"None";"None";"None";"";"";"";"CHEMBL354";"Escherichia coli";"Escherichia coli";"ORGANISM";"CHEMBL3045188";"1";"Scientific Literature";"Med Chem Res";"2013";"None";""
"CHEMBL453388";"AMPICILLIN TRIHYDRATE";"0";"403.46";"0";"0.32";"A";"CC1(C)S[C@@H]2[C@H](NC(=O)[C@H](N)c3ccccc3)C(=O)N2[C@H]1C(=O)O.O.O.O";"MIC";"'='";"10.0";"ug.mL-1";"";"";"";"UO_0000274";"";"";"";"";"False";"CHEMBL3053043";"Antibacterial activity against Escherichia coli ATCC 11775 assessed as growth inhibition after 24 hr by two-fold serial dilution method";"F";"BAO_0000218";"organism-based format";"Escherichia coli";"None";"None";"None";"None";"";"";"";"CHEMBL354";"Escherichia coli";"Escherichia coli";"ORGANISM";"CHEMBL3044795";"1";"Scientific Literature";"Med Chem Res";"2013";"None";""
"CHEMBL3780572";"";"0";"412.42";"0";"4.63";"5l";"O=C(/C=C\c1ccc(F)cc1)N1N=C(c2ccncc2)OC1c1c[nH]c2ccccc12";"MIC";"'>'";"256.0";"ug.mL-1";"";"";"";"UO_0000274";"";"";"";"";"False";"CHEMBL3782905";"Antibacterial activity against Escherichia coli NCIM 2688 after 8 hrs";"F";"BAO_0000218";"organism-based format";"Escherichia coli";"None";"None";"None";"None";"";"";"";"CHEMBL354";"Escherichia coli";"Escherichia coli";"ORGANISM";"CHEMBL3779770";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2016";"None";""
"CHEMBL3782015";"";"0";"428.88";"1";"5.15";"5n";"O=C(/C=C\c1cccc(Cl)c1)N1N=C(c2ccncc2)OC1c1c[nH]c2ccccc12";"MIC";"'>'";"256.0";"ug.mL-1";"";"";"";"UO_0000274";"";"";"";"";"False";"CHEMBL3782905";"Antibacterial activity against Escherichia coli NCIM 2688 after 8 hrs";"F";"BAO_0000218";"organism-based format";"Escherichia coli";"None";"None";"None";"None";"";"";"";"CHEMBL354";"Escherichia coli";"Escherichia coli";"ORGANISM";"CHEMBL3779770";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2016";"None";""
"CHEMBL3350722";"";"0";"2360.71";"None";"None";"IV";"CC[C@H](C)[C@H](NC(=O)[C@@H]1CCCN1C(=O)[C@H](CCCN=C(N)N)NC(=O)[C@@H]1CCCN1C(=O)[C@H](Cc1c[nH]cn1)NC(=O)[C@H](CO)NC(=O)[C@@H](NC(=O)[C@@H]1CCCN1C(=O)[C@H](CCCN=C(N)N)NC(=O)[C@@H]1CCCN1C(=O)[C@H](CO)NC(=O)[C@H](Cc1ccc(O)cc1)NC(=O)[C@@H]1CCCN1C(=O)[C@H](CCCN=C(N)N)NC(=O)[C@@H]1CCCN1C(=O)[C@H](CCCCN)NC(=O)CN)[C@@H](C)O[C@H]1O[C@H](CO)[C@H](O)[C@H](O)[C@H]1O)C(=O)N[C@@H](CCCN=C(N)N)C(=O)N[C@H](C(=O)O)C(C)C";"MIC";"'='";"2000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"False";"CHEMBL670511";"Minimum inhibitory concentration (lowest peptide concentration) required to prevent visible bacterial growth after 18 hr of incubation at 37 C in Mueller-Hinton broth against Escherichia coli D22";"F";"BAO_0000218";"organism-based format";"Escherichia coli";"None";"None";"None";"None";"";"";"";"CHEMBL354";"Escherichia coli";"Escherichia coli";"ORGANISM";"CHEMBL1135826";"1";"Scientific Literature";"J. Med. Chem.";"2002";"None";""
"CHEMBL174";"AMPICILLIN";"4";"349.41";"0";"0.32";"STD";"CC1(C)S[C@@H]2[C@H](NC(=O)[C@H](N)c3ccccc3)C(=O)N2[C@H]1C(=O)O";"MIC";"'='";"100.0";"ug.mL-1";"";"";"";"UO_0000274";"";"";"";"";"False";"CHEMBL3051824";"Antimicrobial activity against Escherichia coli MTCC 442 by broth microdilution method";"F";"BAO_0000218";"organism-based format";"Escherichia coli";"None";"None";"None";"None";"";"";"";"CHEMBL354";"Escherichia coli";"Escherichia coli";"ORGANISM";"CHEMBL3046502";"1";"Scientific Literature";"Med Chem Res";"2012";"None";""
"CHEMBL174";"AMPICILLIN";"4";"349.41";"0";"0.32";"Ampicillin";"CC1(C)S[C@@H]2[C@H](NC(=O)[C@H](N)c3ccccc3)C(=O)N2[C@H]1C(=O)O";"MIC";"'='";"2.0";"ug.mL-1";"";"";"";"UO_0000274";"";"";"";"";"False";"CHEMBL1697377";"Antimicrobial activity against Escherichia coli XL1-Blue harboring pLBII-VIM-2 plasmid expressing VIM-2 W87A mutant beta-lactamase by broth microdilution method";"F";"BAO_0000218";"organism-based format";"Escherichia coli";"None";"None";"None";"None";"";"";"";"CHEMBL354";"Escherichia coli";"Escherichia coli";"ORGANISM";"CHEMBL1687761";"1";"Scientific Literature";"Antimicrob. Agents Chemother.";"2010";"None";""
"CHEMBL174";"AMPICILLIN";"4";"349.41";"0";"0.32";"Ampicillin";"CC1(C)S[C@@H]2[C@H](NC(=O)[C@H](N)c3ccccc3)C(=O)N2[C@H]1C(=O)O";"MIC";"'='";"2.0";"ug.mL-1";"";"";"";"UO_0000274";"";"";"";"";"False";"CHEMBL1697375";"Antimicrobial activity against Escherichia coli XL1-Blue harboring pBC-SK plasmid by broth microdilution method";"F";"BAO_0000218";"organism-based format";"Escherichia coli";"None";"None";"None";"None";"";"";"";"CHEMBL354";"Escherichia coli";"Escherichia coli";"ORGANISM";"CHEMBL1687761";"1";"Scientific Literature";"Antimicrob. Agents Chemother.";"2010";"None";""
"CHEMBL127";"MEROPENEM";"4";"383.47";"0";"-0.31";"Meropenem";"C[C@@H](O)[C@H]1C(=O)N2C(C(=O)O)=C(S[C@@H]3CN[C@H](C(=O)N(C)C)C3)[C@H](C)[C@H]12";"MIC";"'='";"0.012";"ug.mL-1";"";"";"";"UO_0000274";"";"";"";"";"False";"CHEMBL1690718";"Antimicrobial activity against Escherichia coli NEB 5-alpha harboring plasmid WH1266 by Etest";"F";"BAO_0000218";"organism-based format";"Escherichia coli";"None";"None";"None";"None";"";"";"";"CHEMBL354";"Escherichia coli";"Escherichia coli";"ORGANISM";"CHEMBL1687815";"1";"Scientific Literature";"Antimicrob. Agents Chemother.";"2010";"None";""
"CHEMBL2238267";"";"0";"718.80";"3";"7.43";"7o";"O=c1oc2ccccc2cc1-c1nnc(Sc2nc(Oc3cccc4cccnc34)nc(N3CCN(C(c4ccccc4)c4ccccc4)CC3)n2)o1";"MIC";"'='";"100.0";"ug.mL-1";"";"";"";"UO_0000274";"";"";"";"";"False";"CHEMBL3068627";"Antibacterial activity against Escherichia coli MTCC 739 after 24 hr";"F";"BAO_0000218";"organism-based format";"Escherichia coli";"None";"None";"None";"None";"";"";"";"CHEMBL354";"Escherichia coli";"Escherichia coli";"ORGANISM";"CHEMBL3045723";"1";"Scientific Literature";"Med Chem Res";"2012";"None";""
"CHEMBL341496";"";"0";"370.35";"0";"-2.08";"32";"Cn1nnnc1SCC(=O)N1CC[C@@H]2[C@H]1C(=O)N2S(=O)(=O)[O-].[Na+]";"MIC";"'='";"8.0";"ug.mL-1";"";"";"";"UO_0000274";"";"";"";"";"False";"CHEMBL674609";"In vitro inhibition of Escherichia coli TEM-3 growth.";"F";"BAO_0000218";"organism-based format";"Escherichia coli";"None";"None";"None";"None";"";"";"";"CHEMBL354";"Escherichia coli";"Escherichia coli";"ORGANISM";"CHEMBL1131130";"1";"Scientific Literature";"J. Med. Chem.";"1998";"None";""
"CHEMBL3143370";"";"0";"383.38";"0";"0.19";"6b";"COc1ccc(OC(=O)C[C@@]2(C)[C@H](C(=O)O)N3C(=O)CC3S2(=O)=O)cc1";"MIC";"'='";"16.0";"ug.mL-1";"";"";"";"UO_0000274";"";"";"";"";"False";"CHEMBL674543";"Compound was evaluated for minimum inhibitory concentration in the presence of amoxicillin against Escherichia coli A20111";"F";"BAO_0000218";"organism-based format";"Escherichia coli";"None";"None";"None";"None";"";"";"";"CHEMBL354";"Escherichia coli";"Escherichia coli";"ORGANISM";"CHEMBL1122984";"1";"Scientific Literature";"J. Med. Chem.";"1985";"None";""
